id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,num_r_cases,r_charge_degree,r_days_from_arrest,r_charge_desc,is_violent_recid,num_vr_cases,vr_charge_degree,vr_charge_desc,v_type_of_assessment,v_decile_score,v_score_text,type_of_assessment,decile_score_1,score_text
133,Male,54,Greater than 45,African-American,0,6,0,0,6,-1,864,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,6,Medium
134,Male,40,25 - 45,Caucasian,0,5,0,0,4,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,5,Medium
135,Male,25,25 - 45,African-American,0,7,0,0,10,-181,138,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,7,Medium
136,Female,35,25 - 45,African-American,0,2,0,0,1,-1,1,M,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
137,Male,36,25 - 45,African-American,0,7,0,0,9,0,1,F,Deliver Cocaine,1,NA,M,1,Possess Cannabis/20 Grams Or Less,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,7,Medium
138,Male,26,25 - 45,Caucasian,0,8,0,0,7,0,1,F,Possession Burglary Tools,1,NA,M,1,Resist/Obstruct W/O Violence,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,8,High
139,Male,21,Less than 25,Other,0,6,0,0,1,0,1,F,Grand Theft in the 3rd Degree,1,NA,M,0,Possess Drug Paraphernalia,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,6,Medium
140,Female,28,25 - 45,African-American,0,3,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,3,Low
141,Male,30,25 - 45,Caucasian,0,5,0,1,6,-239,1,F,Burglary Conveyance Unoccup,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,5,Medium
142,Male,25,25 - 45,Caucasian,0,8,0,0,9,-1,1,F,Pos Cannabis W/Intent Sel/Del,1,NA,M,NA,Driving License Suspended,1,NA,(M1),Battery,Risk of Violence,9,High,Risk of Recidivism,8,High
143,Male,71,Greater than 45,African-American,0,7,0,0,12,NA,804,M,Possess Cannabis/20 Grams Or Less,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,7,Medium
144,Male,34,25 - 45,African-American,0,3,0,0,3,-21,21,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,3,Low
145,Female,20,Less than 25,Caucasian,0,7,0,0,0,-1,1,F,"Poss3,4 Methylenedioxymethcath",0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,7,Medium
146,Male,39,25 - 45,Caucasian,0,1,0,0,2,-2,3,F,Possession Of Alprazolam,1,NA,F,0,Possession of Hydromorphone,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
147,Male,66,Greater than 45,Caucasian,0,1,0,0,3,-64,64,F,Flee/Elude LEO-Agg Flee Unsafe,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
148,Female,54,Greater than 45,Caucasian,0,1,0,0,0,0,1,M,DUI Level 0.15 Or Minor In Veh,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
149,Male,28,25 - 45,African-American,0,4,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,4,Low
150,Female,44,25 - 45,Hispanic,0,1,0,0,0,-2,2,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
151,Male,19,Less than 25,African-American,0,4,0,0,1,-10,10,M,Battery,1,NA,M,0,Viol Injunction Protect Dom Violence,1,NA,(F3),Battery on Law Enforc Officer,Risk of Violence,7,Medium,Risk of Recidivism,4,Low
152,Male,24,Less than 25,African-American,0,2,0,0,1,-137,137,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
153,Male,30,25 - 45,African-American,0,2,0,0,1,-1,1,F,Fail To Redeliv Hire/Leas Prop,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
154,Female,39,25 - 45,Caucasian,0,1,0,0,0,-1,1,F,Aggravated Assault W/Dead Weap,1,NA,M,1,Battery,1,NA,(M1),Battery,Risk of Violence,1,Low,Risk of Recidivism,1,Low
155,Female,32,25 - 45,African-American,0,3,0,0,8,0,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,3,Low
156,Male,24,Less than 25,Caucasian,0,6,1,2,8,-1,0,F,False Ownership Info/Pawn Item,1,NA,F,1,Poss Wep Conv Felon,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,6,Medium
157,Male,30,25 - 45,Caucasian,0,4,0,0,0,-1,1,F,Possession Of Methamphetamine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,4,Low
158,Male,31,25 - 45,Caucasian,0,5,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,5,Medium
159,Female,39,25 - 45,Caucasian,0,4,0,0,1,-1,1,F,Possession of Morphine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
160,Male,59,Greater than 45,African-American,0,9,0,0,14,178,265,F,arrest case no charge,1,NA,F,0,Aggravated Assault W/Dead Weap,1,NA,(F3),Aggravated Assault W/Dead Weap,Risk of Violence,4,Low,Risk of Recidivism,9,High
161,Male,35,25 - 45,Caucasian,0,6,0,0,7,0,0,F,Felony Driving While Lic Suspd,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,6,Medium
162,Female,24,Less than 25,Other,0,3,0,0,0,-1,1,F,Aggrav Battery w/Deadly Weapon,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,3,Low
163,Male,43,25 - 45,Caucasian,0,1,0,0,1,-30,30,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
164,Male,21,Less than 25,African-American,1,9,0,1,2,-1,1,F,Tampering With Physical Evidence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,9,High
165,Female,21,Less than 25,African-American,0,4,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,4,Low
166,Male,21,Less than 25,African-American,0,9,0,0,3,-1,1,F,Grand Theft in the 3rd Degree,1,NA,M,0,Resist/Obstruct W/O Violence,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,9,High
167,Male,27,25 - 45,African-American,0,7,0,0,0,-1,1,F,Driving While License Revoked,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,7,Medium
168,Male,20,Less than 25,African-American,0,8,0,0,0,0,0,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,8,High
169,Male,38,25 - 45,Caucasian,0,4,0,0,5,-1,1,M,Possess Cannabis/20 Grams Or Less,1,NA,F,0,Possession of Cannabis,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
170,Male,27,25 - 45,African-American,0,9,0,0,3,-1,2,F,Robbery / No Weapon,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,9,High
171,Male,34,25 - 45,Caucasian,0,5,0,0,0,0,0,F,Aggravated Assault w/Firearm,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,5,Medium
172,Male,30,25 - 45,African-American,0,3,0,0,3,0,0,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,3,Low
173,Male,33,25 - 45,African-American,0,5,0,0,5,0,1,F,Poss Contr Subst W/o Prescript,1,NA,M,NA,Possess Cannabis/20 Grams Or Less,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,5,Medium
174,Male,37,25 - 45,African-American,0,2,0,0,3,0,0,F,"Poss3,4 Methylenedioxymethcath",0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
175,Male,42,25 - 45,Caucasian,0,2,0,0,1,0,1,F,Aggrav Stalking After Injunctn,1,NA,F,1,Aggrav Stalking After Injunctn,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
176,Male,41,25 - 45,African-American,0,9,1,0,10,0,0,F,Possession of Cocaine,1,NA,M,0,Resist/Obstruct W/O Violence,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,9,High
177,Male,22,Less than 25,African-American,0,4,0,0,0,-1,1,F,Uttering a Forged Instrument,1,NA,F,362,Uttering a Forged Instrument,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,4,Low
178,Male,33,25 - 45,African-American,0,8,12,2,28,-1,1,F,Driving While License Revoked,1,NA,M,0,Operating W/O Valid License,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,8,High
179,Male,44,25 - 45,Caucasian,0,1,0,0,0,-3,3,M,Criminal Mischief Damage <$200,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
180,Male,31,25 - 45,African-American,0,7,0,0,1,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,7,Medium
181,Male,26,25 - 45,African-American,0,8,0,0,9,0,0,F,Felony Driving While Lic Suspd,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,8,High
182,Female,30,25 - 45,Other,0,2,0,0,1,-1,1,F,Crim Use of Personal ID Info,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
183,Male,31,25 - 45,Caucasian,0,10,0,0,13,-1,0,F,arrest case no charge,1,NA,F,NA,Burglary Unoccupied Dwelling,1,NA,(M1),Battery,Risk of Violence,7,Medium,Risk of Recidivism,10,High
184,Male,27,25 - 45,African-American,0,9,0,0,3,-1,1,F,Possession of Cocaine,1,NA,F,NA,Felony Driving While Lic Suspd,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,9,High
185,Female,31,25 - 45,Caucasian,0,2,0,0,1,-1,1,F,Grand Theft (Motor Vehicle),0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
186,Male,47,Greater than 45,Hispanic,0,1,0,0,2,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
187,Male,56,Greater than 45,African-American,0,9,0,0,8,67,79,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,9,High
188,Male,33,25 - 45,Asian,0,8,0,0,2,14,132,M,Failure To Pay Taxi Cab Charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,8,High
189,Male,52,Greater than 45,Caucasian,0,9,0,0,3,-2,2,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,9,High
190,Male,33,25 - 45,African-American,0,10,0,0,19,-1,1,F,arrest case no charge,1,NA,M,NA,Petit Theft,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,10,High
191,Male,61,Greater than 45,Caucasian,0,4,0,0,0,-1,1,F,Obstruct Officer W/Violence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,4,Low
192,Female,64,Greater than 45,Caucasian,0,1,0,0,2,-47,48,M,Resist/Obstruct W/O Violence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
193,Male,22,Less than 25,Caucasian,0,6,0,0,4,-36,36,F,Possession Of Alprazolam,1,NA,M,NA,Petit Theft,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,6,Medium
194,Male,42,25 - 45,Caucasian,0,3,0,0,6,-4,5,F,Possession Of Alprazolam,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,3,Low
195,Female,25,25 - 45,Caucasian,0,4,0,0,2,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,4,Low
196,Male,27,25 - 45,Caucasian,0,1,0,0,0,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
197,Male,30,25 - 45,Caucasian,0,2,0,0,1,-20,20,M,Agg Fleeing and Eluding,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
198,Male,23,Less than 25,African-American,0,2,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
199,Male,28,25 - 45,Caucasian,0,1,0,0,2,NA,161,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
200,Female,37,25 - 45,Other,0,2,0,0,2,-1,222,M,Petit Theft,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
201,Male,21,Less than 25,Caucasian,0,5,0,0,1,-1,1,F,Possession of Cannabis,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,5,Medium
202,Male,28,25 - 45,Caucasian,0,2,0,0,0,-1,1,M,Disorderly Intoxication,1,NA,M,0,Viol Injunct Domestic Violence,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
203,Female,24,Less than 25,African-American,0,2,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
204,Male,37,25 - 45,African-American,0,8,0,0,13,-29,5,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,8,High
205,Male,22,Less than 25,African-American,0,9,0,0,0,-1,1,F,Burglary Unoccupied Dwelling,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,9,High
206,Female,29,25 - 45,Caucasian,0,4,1,0,10,-1,1,F,Grand Theft in the 3rd Degree,1,NA,F,1,Uttering a Forged Instrument,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,4,Low
207,Female,25,25 - 45,Caucasian,0,3,0,0,0,-1,1,F,Uttering a Forged Instrument,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,3,Low
208,Male,44,25 - 45,Caucasian,0,2,0,0,2,0,1,M,Battery,1,NA,M,NA,Viol Injunct Domestic Violence,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
209,Female,30,25 - 45,Hispanic,0,5,0,0,4,-35,36,F,Battery on Law Enforc Officer,1,NA,M,1,Battery,1,NA,(M1),Battery,Risk of Violence,5,Medium,Risk of Recidivism,5,Medium
210,Male,32,25 - 45,African-American,0,7,0,0,3,-1,1,F,Possession of Cocaine,1,NA,F,NA,Possession of Cocaine,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,7,Medium
211,Male,53,Greater than 45,Hispanic,0,4,0,0,1,-1,1,F,Resist Officer w/Violence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,4,Low
212,Male,34,25 - 45,Other,0,2,0,0,1,0,0,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
213,Male,31,25 - 45,Caucasian,0,3,0,0,2,-16,16,M,Resist/Obstruct W/O Violence,1,NA,M,NA,Theft/To Deprive,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,3,Low
214,Male,27,25 - 45,African-American,0,10,0,0,5,20,78,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,10,High,Risk of Recidivism,10,High
215,Male,31,25 - 45,African-American,0,2,0,0,1,-1,1,M,Lewdness Violation,1,NA,M,NA,Driving License Suspended,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
216,Male,59,Greater than 45,Caucasian,0,2,0,0,1,-1,1,F,Possession of Cocaine,1,NA,M,5,Expired DL More Than 6 Months,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
217,Male,28,25 - 45,African-American,0,10,0,0,15,0,1,F,Poss of Firearm by Convic Felo,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,10,High
218,Female,45,Greater than 45,Caucasian,0,4,0,0,4,NA,375,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
219,Male,23,Less than 25,Caucasian,0,3,0,0,0,-1,1,M,Driving Under The Influence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,3,Low
220,Female,20,Less than 25,African-American,1,10,0,0,1,0,0,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,10,High,Risk of Recidivism,10,High
221,Male,42,25 - 45,African-American,0,1,0,0,2,-41,41,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
222,Female,43,25 - 45,Caucasian,0,1,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
223,Male,38,25 - 45,African-American,1,8,1,0,9,-1,1,F,Possession of Cocaine,1,NA,M,0,Resist/Obstruct W/O Violence,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,8,High
224,Male,32,25 - 45,African-American,0,6,0,0,11,-2,2,F,Poss Pyrrolidinovalerophenone,1,NA,F,0,Poss Pyrrolidinovalerophenone,1,NA,(F1),Manslaughter with Weapon,Risk of Violence,5,Medium,Risk of Recidivism,6,Medium
225,Male,33,25 - 45,African-American,0,5,0,0,8,-1,1,M,Assault,1,NA,M,NA,Possess Cannabis/20 Grams Or Less,1,NA,(M1),Battery,Risk of Violence,2,Low,Risk of Recidivism,5,Medium
226,Male,55,Greater than 45,African-American,0,8,0,0,4,-1,1480,M,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,8,High
227,Female,31,25 - 45,African-American,0,3,0,0,0,-1,1,F,Possession of Oxycodone,1,NA,M,39,Unlaw LicTag/Sticker Attach,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,3,Low
228,Female,33,25 - 45,African-American,0,9,0,0,7,-1,1,F,Possession of Cocaine,1,NA,M,0,Prostitution/Lewd Act Assignation,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,9,High
229,Male,27,25 - 45,African-American,0,9,0,0,2,-1,1,F,Tampering With Physical Evidence,1,NA,M,0,Possess Cannabis/20 Grams Or Less,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,9,High
230,Male,52,Greater than 45,African-American,0,1,0,0,0,-1,1,M,Assault,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
231,Female,20,Less than 25,African-American,0,6,0,0,0,0,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,6,Medium
232,Female,26,25 - 45,Caucasian,0,6,0,0,0,-2,2,M,Fail To Obey Police Officer,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,6,Medium
233,Male,25,25 - 45,African-American,0,10,0,0,4,-1,1,M,Burglary Dwelling Occupied,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,10,High,Risk of Recidivism,10,High
234,Female,61,Greater than 45,African-American,0,1,0,0,1,-1,1,F,Solicit Purchase Cocaine,1,NA,M,NA,Petit Theft,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
235,Male,52,Greater than 45,Other,0,7,0,0,13,-1,1,F,Felony Petit Theft,1,NA,M,0,Petit Theft,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,7,Medium
236,Male,63,Greater than 45,Hispanic,0,1,0,0,1,-26,26,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
237,Male,40,25 - 45,Hispanic,0,2,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
238,Female,32,25 - 45,African-American,0,10,0,0,4,-7,7,F,arrest case no charge,1,NA,F,0,Aggravated Assault W/Dead Weap,1,NA,(F3),Aggravated Assault W/Dead Weap,Risk of Violence,9,High,Risk of Recidivism,10,High
239,Male,29,25 - 45,Hispanic,0,4,0,0,1,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,4,Low
240,Female,46,Greater than 45,Other,0,2,0,0,1,NA,72,F,Grand Theft in the 1st Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
241,Female,26,25 - 45,African-American,0,4,0,0,2,-1,1,M,Driving Under The Influence,1,NA,M,NA,Susp Drivers Lic 1st Offense,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,4,Low
242,Male,55,Greater than 45,African-American,0,1,0,0,3,-51,52,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
243,Male,39,25 - 45,Caucasian,1,4,0,0,1,-1,1672,O,NA,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,4,Low
244,Female,30,25 - 45,Caucasian,0,7,0,0,3,0,1,F,Possession Of Carisoprodol,1,NA,F,554,Fraudulent Use of Credit Card,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,7,Medium
245,Male,30,25 - 45,African-American,0,7,0,0,1,0,1,F,Burglary Conveyance Assault/Bat,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,7,Medium
246,Male,48,Greater than 45,Caucasian,0,2,0,0,2,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
247,Male,33,25 - 45,Caucasian,0,1,0,0,0,-1,1,M,Felony Battery (Dom Strang),0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
248,Male,22,Less than 25,African-American,0,2,0,0,1,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,2,Low
249,Male,46,Greater than 45,Caucasian,0,1,0,0,6,22,31,F,Driving While License Revoked,1,NA,M,0,Susp Drivers Lic 1st Offense,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
250,Male,41,25 - 45,Caucasian,0,10,0,0,5,-1,1,F,Felony Petit Theft,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,10,High
251,Female,49,Greater than 45,Caucasian,0,6,0,0,6,-56,56,F,Crim Use of Personal ID Info,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,6,Medium
252,Male,31,25 - 45,Caucasian,0,5,0,0,0,0,1,F,"Deliver 3,4 Methylenediox",0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,5,Medium
253,Male,31,25 - 45,African-American,0,1,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
254,Male,25,25 - 45,African-American,0,2,0,0,1,-1,1,M,Battery,1,NA,M,0,Prowling/Loitering,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
255,Male,31,25 - 45,African-American,0,3,0,0,3,-19,19,F,Burglary Dwelling Armed,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,3,Low
256,Female,21,Less than 25,African-American,0,6,0,0,0,-4,4,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,6,Medium
257,Male,23,Less than 25,Hispanic,0,3,0,0,0,-1,2,F,"Poss3,4 Methylenedioxymethcath",0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,3,Low
258,Female,32,25 - 45,African-American,0,7,0,0,5,-1,1,F,Aggravated Assault W/dead Weap,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,7,Medium
259,Male,52,Greater than 45,Hispanic,0,1,0,0,2,-1,1,M,Leave Acc/Attend Veh/More $50,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
260,Male,62,Greater than 45,African-American,0,4,0,0,8,0,1,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,4,Low
261,Male,30,25 - 45,African-American,0,6,0,0,2,-188,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,6,Medium
262,Female,37,25 - 45,Caucasian,0,10,0,0,6,-110,111,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,10,High
263,Male,55,Greater than 45,Caucasian,0,1,0,0,1,-45,45,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
264,Male,31,25 - 45,Hispanic,0,9,0,0,8,29,61,F,arrest case no charge,1,NA,M,0,Unlaw Use False Name/Identity,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,9,High
265,Male,28,25 - 45,African-American,0,6,0,0,6,-1,1,M,Resist/Obstruct W/O Violence,1,NA,M,NA,Fail Register Vehicle,1,NA,(F2),Aggrav Battery w/Deadly Weapon,Risk of Violence,6,Medium,Risk of Recidivism,6,Medium
266,Male,54,Greater than 45,Hispanic,0,1,0,0,2,-1,1,F,Burglary Unoccupied Dwelling,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
267,Male,58,Greater than 45,Hispanic,0,2,0,0,0,-1,1,F,Possession Of Heroin,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
